vendor,api_slug,class,reason,removed,readd_condition,evidence_source
amazonaws.com,waf,dead-product,"AWS WAF Classic docs carry warning: going through a planned end-of-life process, milestones per-Region via Health dashboard; model still in botocore develop and verified: endpointP",2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",p4-aws-relabel
amazonaws.com,worklink,dead-product,Amazon WorkLink discontinued (EOL announced; product page now redirects to WorkSpaces Secure Browser); removed from current botocore develop and aws-sdk-js-v3 (both 404); historica,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",p4-aws-relabel
crowd.dev,crowd-dev-api,dead-product,Hosted product discontinued: acquired by Linux Foundation April 2024 and renamed LFX Community Data Platform (per official README at github.com/linuxfoundation/crowd.dev); our base,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",phase3-main-11
cruisen.com,main,dead-product,cruisen.com serves a GoDaddy parking lander; spec base https://cruisen-production.web.app 404s at root and on all 7 documented endpoints; Wayback shows live product 2025-07-14 but ,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",phase3-main-11
exavault.com,main,dead-product,ExaVault Cloud sunset after Files.com acquisition; API docs 404; API host now serves files.com,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",t3-checks-09
greenpeace.org,main,dead-product,greenwire.greenpeace.org NXDOMAIN (curl exit 6); vendor Greenwire page 404; no Greenwire mention on current greenpeace.org/international; last wayback captures Jan-2022 redirects; ,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",t3-checks-09
groove.cm,main,dead-product,vendor announced sunset: groove.cm homepage says Groove is becoming Scale.gg and new enrollment is closed; scale.gg/sunset-groove (2026-07-21) targets full sunset by 2027-12-31; no,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",t3-checks-09
ijenko.net,main,dead-product,ioe2api.ijenko.net NXDOMAIN (curl exit 6; no A record); apex ijenko.net 301-redirects to astucestechnologiques.com an unrelated French tech-tips blog; no vendor docs remain; enrich,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",t3-checks-09
instagram.com,main,dead-product,Legacy Instagram API Platform disabled 2020-06-29 per Meta dev blog; successor Basic Display API shut down 2024-12-04 (all requests fail); live probe of api.instagram.com/v1/users/,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",t3-checks-09
1password.local,connect,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): local-host,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
6-dot-authentiqio.appspot.com,main,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): appspot-demo,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
airport-web.appspot.com,main,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): appspot-demo,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
apicurio.local,registry,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): local-host,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
apigee.local,registry,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): local-host,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
bbci.co.uk,main,junk-or-private,"private-confirmed (junk-recheck-w2 2026-08-05): BBC asset/internal domain; BBC APIs (Nitro) are partner-only, no public program",2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
c19qrserver.local,main,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): local-host,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
chain49.com,main,junk-or-private,"junk-confirmed (junk-recheck-w2 2026-08-05): defunct-domain, sold/parked (redirects to hartmann-it.de)",2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
change.local,main,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): local-host,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
clubhouseapi.com,main,junk-or-private,"private-confirmed (junk-recheck-w2 2026-08-05): internal app/asset domain, no public developer API",2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
cnab-online.herokuapp.com,main,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): herokuapp-demo,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
dacid99.gitlab.io,main,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): gitlab-io-demo,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
dalil-ai.supabase.co,main,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): supabase-demo,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
datasette.local,main,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): local-host,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
dg1.dev,main,junk-or-private,"private-confirmed (junk-recheck-w2 2026-08-05): internal/dev subdomain of DG1 ecommerce SaaS, no public developer API",2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
discourse.local,main,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): local-host,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
etsi.local,MEC010-2_AppPkgMgmt,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): local-host,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
gambitcomm.local,mimic,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): local-host,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
integracionplanok.io,main,junk-or-private,"private-confirmed (junk-recheck-w2 2026-08-05): partner/integration API for PlanOK real-estate SaaS; host unresolved, not a public program",2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
iqualify.com,main,junk-or-private,"private-confirmed (junk-recheck-w2 2026-08-05): iQualify LMS - institutional/partner API; product folded into Open Polytechnic, no public program",2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
